id,first_name,middle_name,last_name,email,address_line_1,address_line_2,address_village,address_zip,ID_type,ID_num,date_issued,date_expired,height,weight,hair,eye,sex,class,endorsements,restrictions,dob
235,Peter,Howard,Foster,hfoster6i@trellian.com,24 Prairieview Street,498 Hoepker Point,Piti,96914,Guam ID Card,5837915172,5/20/1962,12/30/1987,4.818,286.71,Red,Puce,Male,Operator,ABCDE,ZYX,1/7/2010
236,Joshua,Bobby,Harvey,bharvey6j@jugem.jp,05 Corscot Place,72186 Crowley Point,Dededo,96910,Guam ID Card,7863908759,2/10/1983,12/6/1983,6.385,131.19,Maroon,Goldenrod,Male,Master,ABCD,Z,9/2/1980
237,Kimberly,Phyllis,Warren,pwarren6k@time.com,8573 Toban Point,47665 Nevada Trail,Tamuning,96917,Guam ID Card,6939400066,1/20/1950,6/8/1999,4.534,203.24,Green,Crimson,Female,Operator,ABCDE,Z,1/23/2006
238,Philip,Craig,Ortiz,cortiz6l@baidu.com,7 Sugar Circle,5 Spenser Street,Tamuning,96923,Guam ID Card,7272659647,1/15/1952,7/25/1927,6.684,150.99,Pink,Violet,Male,Master,ABC,ZY,3/19/1993
239,Irene,Carol,Stone,cstone6m@dyndns.org,04 Clyde Gallagher Plaza,2485 Di Loreto Street,Merizo,96927,Guam ID Card,9273151632,12/20/1965,5/16/2014,7.866,150.71,Orange,Purple,Female,Chauffeur,AB,ZYX,1/25/1977
240,Shirley,Martha,Howard,mhoward6n@discuz.net,5231 Starling Parkway,58721 Talisman Avenue,Merizo,96929,Guam ID Card,2987252723,9/20/1968,11/27/1976,7.245,268.72,Green,Goldenrod,Female,Master,A,ZYX,2/14/1967
241,Sara,Rachel,Elliott,relliott6o@angelfire.com,22959 Darwin Circle,0090 Pearson Center,Mangilao,96910,Guam ID Card,4585390783,10/15/1979,9/7/1992,4.567,222.75,Violet,Orange,Female,Master,ABCD,ZY,8/3/1960
242,Kevin,Earl,Perkins,eperkins6p@pagesperso-orange.fr,4 Surrey Circle,7 Crowley Hill,Tamuning,96923,Guam ID Card,3612463034,2/11/1970,9/22/2006,4.111,365.08,Blue,Crimson,Male,Master,ABCDE,ZYX,1/6/1972
243,Sharon,Ashley,Campbell,acampbell6q@time.com,33054 Randy Point,874 Bowman Pass,Tamuning,96922,Guam Drivers License,10306546958,11/8/1934,2/8/1946,4.219,249.1,Blue,Maroon,Female,Master,ABCDE,ZY,8/24/1963
244,Daniel,Adam,Garza,agarza6r@parallels.com,42879 Birchwood Road,0856 Farragut Plaza,Hagtna,96923,Guam Drivers License,10047875681,12/11/1984,2/14/2007,6.161,177.76,Crimson,Red,Male,Operator,ABCDE,ZYX,1/12/1964
245,Earl,Bobby,Lee,blee6s@lulu.com,9287 Service Parkway,8 Brentwood Crossing,Barrigada,96930,Guam ID Card,3173237559,3/8/1986,6/18/1960,5.31,366.6,Crimson,Crimson,Male,Chauffeur,A,ZYX,2/26/1951
246,Lawrence,Louis,Bryant,lbryant6t@networksolutions.com,2777 American Ash Circle,59234 Utah Drive,Yona,96930,Guam Drivers License,11188455783,11/3/1948,2/25/1931,5.156,237.5,Goldenrod,Maroon,Male,Chauffeur,ABCD,ZY,8/7/1991
247,Benjamin,Keith,Sanders,ksanders6u@wired.com,2727 Schmedeman Street,83927 Superior Circle,Tamuning,96917,Guam Drivers License,8297149035,3/15/2008,2/24/1966,4.196,363.82,Puce,Teal,Male,Master,AB,ZYX,6/15/1990
248,Annie,Rebecca,Graham,rgraham6v@china.com.cn,4 Old Shore Street,8929 Buell Crossing,Agana Hts.,96915,Guam Drivers License,8160557724,3/21/1941,7/31/1989,5.779,297.72,Puce,Mauv,Female,Master,ABCD,ZY,12/5/1989
249,Samuel,Samuel,Bennett,sbennett6w@apache.org,032 Sheridan Circle,14 Debra Parkway,Asan/Maina,96912,Guam Drivers License,9638294339,11/26/1966,8/3/1973,5.252,102.34,Yellow,Khaki,Male,Operator,ABCD,ZY,4/21/1987
250,Daniel,Patrick,Jackson,pjackson6x@tripadvisor.com,4493 Sundown Crossing,816 Lawn Point,inajana,96929,Guam ID Card,3735603220,2/24/1946,10/8/1997,6.224,274.59,Mauv,Goldenrod,Male,Chauffeur,ABCD,Z,10/24/2014
251,Benjamin,Willie,Walker,wwalker6y@craigslist.org,9468 Nobel Way,7 Holy Cross Trail,Tamuning,96926,Guam ID Card,7380583466,8/27/1983,6/1/1972,6.479,105.59,Fuscia,Purple,Male,Chauffeur,AB,ZY,11/30/1998
252,Evelyn,Julia,Kelley,jkelley6z@linkedin.com,97464 Division Junction,9307 Mayfield Hill,Yigo,96925,Guam ID Card,3720763810,9/23/1917,7/28/1969,4.913,186.55,Khaki,Mauv,Female,Chauffeur,ABC,ZY,8/28/2010
253,Sara,Linda,Day,lday70@marketwatch.com,33620 Iowa Parkway,44 Meadow Vale Alley,Barrigada,96928,Guam ID Card,9564346978,2/12/1945,12/27/2000,7.967,111.05,Fuscia,Blue,Female,Chauffeur,ABC,Z,6/5/2012
254,Thomas,Matthew,Reyes,mreyes71@google.es,5196 Starling Terrace,05409 Chinook Pass,Inarajan,96930,Guam Drivers License,2026511208,12/30/1957,2/8/2002,5.01,276.78,Mauv,Puce,Male,Master,ABC,Z,7/30/1965
255,Philip,David,Watkins,dwatkins72@list-manage.com,344 Mosinee Road,25044 Debs Circle,Barrigada,96911,Guam ID Card,1531380033,12/5/2014,8/6/1921,7.764,219.99,Puce,Maroon,Male,Master,A,ZY,9/6/1968
256,Debra,Deborah,Porter,dporter73@fotki.com,222 Melody Court,062 Clarendon Terrace,Yona,96921,Guam ID Card,10629420079,3/12/1998,1/8/1923,5.65,298.02,Goldenrod,Blue,Female,Master,AB,ZYX,5/28/1974
257,Michelle,Jane,Bowman,jbowman74@walmart.com,60855 Tennessee Parkway,64432 Arapahoe Street,Santa Rita,96922,Guam Drivers License,3273206230,11/1/1962,4/2/1983,4.716,168.17,Teal,Crimson,Female,Operator,A,ZYX,10/26/2004
258,Janice,Marie,Young,myoung75@posterous.com,6 Forest Run Point,72336 Heath Park,Agat,96927,Guam ID Card,6459216232,8/4/1950,8/15/1994,5.089,84.99,Goldenrod,Puce,Female,Master,A,Z,9/24/1984
259,Heather,Ashley,Phillips,aphillips76@tamu.edu,5 Jenna Circle,58 Jay Drive,Yona,96914,Guam ID Card,5009241740,9/16/1975,1/9/1940,5.078,112.37,Violet,Yellow,Female,Operator,ABC,ZY,3/9/1960
260,Cheryl,Tina,Fields,tfields77@imdb.com,93 Old Shore Park,57 Derek Pass,Agat,96915,Guam Drivers License,8391545899,6/4/1962,5/26/1946,7.354,226.56,Green,Blue,Female,Master,A,ZY,6/14/1999
261,Craig,Frank,Elliott,felliott78@meetup.com,3386 Transport Trail,8613 Rowland Plaza,Inarajan,96925,Guam Drivers License,2907611063,3/16/2013,12/17/1926,4.918,221.06,Maroon,Puce,Male,Master,A,ZYX,1/25/1981
262,Marie,Tammy,Morris,tmorris79@fotki.com,409 Montana Terrace,3 Mallory Avenue,Chalan Pago/Ordot,"",Guam Drivers License,2500699175,9/25/1949,1/14/1928,7.792,238.3,Turquoise,Crimson,Female,Chauffeur,ABC,ZY,7/15/1977
263,Frank,Gary,Rogers,grogers7a@nytimes.com,5562 Birchwood Street,97 Tennessee Alley,Inarajan,96910,Guam Drivers License,10857652597,8/11/1970,3/14/1938,6.785,182.51,Teal,Mauv,Male,Master,ABCD,Z,10/2/1969
264,Russell,Jerry,Fuller,jfuller7b@theglobeandmail.com,8595 American Junction,82 Valley Edge Alley,Piti,96922,Guam Drivers License,2850905548,8/4/1991,11/5/1954,6.292,176.21,Puce,Turquoise,Male,Operator,ABCDE,ZY,10/6/1968
265,Rachel,Rose,Dunn,rdunn7c@alexa.com,69 Butterfield Place,4134 Reindahl Pass,inajana,96931,Guam ID Card,6684444620,10/6/1925,9/26/1997,5.42,117.61,Pink,Puce,Female,Chauffeur,ABCDE,Z,10/12/1984
266,Janice,Theresa,Wells,twells7d@csmonitor.com,875 Utah Drive,0 Washington Pass,Tamuning,"",Guam ID Card,4825141045,1/29/2005,1/25/2011,4.229,331.93,Mauv,Aquamarine,Female,Operator,ABCD,Z,4/3/2008
267,Lillian,Robin,Simmons,rsimmons7e@bloglovin.com,47 Moulton Point,7 Kinsman Park,Barrigada,96922,Guam ID Card,3593610077,7/18/1972,5/27/1937,7.948,110.77,Turquoise,Aquamarine,Female,Chauffeur,ABC,Z,5/10/2011
268,Janice,Tammy,Robinson,trobinson7f@google.com.br,2 Mcbride Park,68 Crescent Oaks Crossing,Piti,96913,Guam Drivers License,5863812826,4/22/1934,9/9/1971,5.951,366.4,Goldenrod,Teal,Female,Master,ABCDE,ZYX,5/20/1982
269,Juan,Todd,Ellis,tellis7g@desdev.cn,149 Emmet Parkway,694 South Street,Hagtna,96919,Guam Drivers License,1332840147,5/7/1978,8/27/2013,6.38,180.73,Teal,Teal,Male,Chauffeur,ABC,ZYX,7/10/1975
270,Daniel,Paul,Butler,pbutler7h@delicious.com,83 Dennis Park,6 Stephen Plaza,Piti,96923,Guam Drivers License,1308676350,6/13/1983,6/22/1983,4.945,170.21,Fuscia,Teal,Male,Chauffeur,ABC,Z,5/20/1962
271,Pamela,Jean,Hughes,jhughes7i@dedecms.com,25 Crest Line Road,48 Vahlen Way,Asan/Maina,96926,Guam Drivers License,3381548470,3/5/1987,4/4/1959,6.503,358.24,Maroon,Maroon,Female,Master,A,ZYX,11/29/1961
272,Helen,Marie,Watson,mwatson7j@goo.gl,5 Fallview Terrace,14 Corben Circle,Hagtna,96932,Guam ID Card,4464976775,1/12/1931,1/30/2014,7.109,215.69,Aquamarine,Teal,Female,Master,ABCD,ZY,11/28/2005
273,Dorothy,Debra,Davis,ddavis7k@dion.ne.jp,50 Clyde Gallagher Circle,6 Derek Terrace,Hagtna,96922,Guam Drivers License,1268055074,2/7/1988,4/17/1955,6.929,373.04,Violet,Orange,Female,Chauffeur,ABCD,ZY,2/2/2000
274,Justin,Benjamin,Andrews,bandrews7l@ask.com,96525 Surrey Street,43675 Hoepker Junction,Asan/Maina,96931,Guam ID Card,4987968910,12/24/2005,4/20/2002,7.906,118.04,Khaki,Crimson,Male,Master,ABC,ZYX,1/1/1994
275,Nicholas,Willie,Romero,wromero7m@devhub.com,06652 Homewood Plaza,01622 Memorial Junction,Merizo,96912,Guam ID Card,7365333703,1/30/2015,8/1/1978,7.159,370.05,Teal,Maroon,Male,Master,A,ZY,5/22/1980
276,Eric,Phillip,Howell,phowell7n@usda.gov,987 Banding Avenue,5 Hintze Trail,Santa Rita,96913,Guam Drivers License,4521020650,1/25/1917,8/14/1934,7.5,161.53,Goldenrod,Aquamarine,Male,Operator,ABCDE,ZYX,9/11/2011
277,Walter,Charles,Sanders,csanders7o@t-online.de,92877 Sunnyside Court,61732 Talmadge Center,Mangilao,96915,Guam Drivers License,4055696570,12/19/1989,1/22/1943,6.518,75.85,Teal,Maroon,Male,Chauffeur,A,ZY,11/17/2008
278,Pamela,Donna,Rice,drice7p@si.edu,38 Dryden Junction,34 Maple Trail,Talofofo,96915,Guam Drivers License,10094203007,10/7/1951,1/29/1989,6.572,270.13,Yellow,Indigo,Female,Operator,A,ZY,5/8/1951
279,Martha,Rachel,West,rwest7q@npr.org,127 Mifflin Terrace,77 Forest Circle,Agana Hts.,96928,Guam ID Card,8791033850,7/2/2011,6/17/2011,7.577,220.99,Puce,Turquoise,Female,Chauffeur,AB,ZYX,2/1/2007
280,Ruby,Angela,Cunningham,acunningham7r@statcounter.com,4370 Nobel Center,3 Vahlen Park,Santa Rita,96916,Guam Drivers License,4785202334,6/3/1969,11/14/1937,4.942,351.21,Fuscia,Aquamarine,Female,Chauffeur,ABCDE,Z,1/12/2013
281,Samuel,Jeremy,Alexander,jalexander7s@webmd.com,9 Fisk Drive,21650 Goodland Center,Yigo,96914,Guam ID Card,8283836961,8/2/1970,3/11/1923,6.24,91.29,Orange,Crimson,Male,Master,ABCD,ZYX,5/30/1982
282,Gary,Harold,Olson,holson7t@deliciousdays.com,34 Pankratz Way,18 Blue Bill Park Junction,Yona,96923,Guam Drivers License,9000880556,3/9/1994,1/3/1982,7.57,357.57,Khaki,Pink,Male,Master,AB,ZY,1/7/2009
283,Patrick,Jesse,Coleman,jcoleman7u@surveymonkey.com,2 Towne Way,4 Cottonwood Point,Barrigada,96919,Guam ID Card,2749532703,2/16/2012,8/19/1974,5.408,139.8,Indigo,Aquamarine,Male,Operator,ABC,ZYX,4/19/1972
284,Richard,Chris,Scott,cscott7v@tmall.com,6750 Dennis Way,54 Havey Trail,Mongmong/Toto/Maite,96912,Guam Drivers License,2384249300,9/25/2000,5/7/1958,5.039,184.94,Turquoise,Purple,Male,Operator,ABCDE,Z,12/13/1969
285,Karen,Margaret,Parker,mparker7w@blogs.com,1706 Gulseth Alley,351 Stang Street,Piti,96913,Guam ID Card,7902223699,5/12/2011,2/4/2005,7.847,196.14,Teal,Fuscia,Female,Master,ABCDE,Z,8/21/1968
286,Steven,Mark,Black,mblack7x@topsy.com,96 Lotheville Lane,807 Brown Trail,Agat,96910,Guam ID Card,8368011219,7/5/1918,10/27/1957,7.676,364.0,Red,Purple,Male,Master,A,Z,7/12/2010
287,Marilyn,Heather,Hawkins,hhawkins7y@so-net.ne.jp,4 Shopko Trail,96 Nevada Court,Barrigada,96915,Guam Drivers License,2493657962,11/22/1955,2/4/1983,4.51,292.89,Fuscia,Teal,Female,Operator,ABCDE,ZYX,12/12/1990
288,William,Richard,Porter,rporter7z@lycos.com,317 Eagan Avenue,9102 Arapahoe Court,Chalan Pago/Ordot,96917,Guam ID Card,4007921119,8/29/1924,8/12/1998,4.195,177.77,Fuscia,Green,Male,Chauffeur,AB,ZY,5/27/1980
289,Christine,Donna,Payne,dpayne80@i2i.jp,603 Linden Junction,511 Cottonwood Trail,Chalan Pago/Ordot,96932,Guam Drivers License,10981558909,4/29/1942,10/16/1938,7.112,147.49,Maroon,Maroon,Female,Chauffeur,ABC,ZY,2/22/1992
290,Philip,John,Scott,jscott81@php.net,6449 Delladonna Trail,5919 Michigan Avenue,Yona,"",Guam ID Card,7617878349,6/20/1972,8/4/1942,4.8,276.16,Yellow,Green,Male,Chauffeur,ABC,Z,4/26/2007
291,Larry,Albert,West,awest82@dedecms.com,3 Sullivan Alley,15 Columbus Hill,Talofofo,96922,Guam Drivers License,2216364397,6/25/1920,6/13/1971,6.083,214.13,Teal,Yellow,Male,Master,AB,ZY,2/18/1982
292,Betty,Rose,Long,rlong83@indiatimes.com,3 Chive Parkway,76 Stone Corner Pass,Mongmong/Toto/Maite,96915,Guam ID Card,9593353673,9/8/1982,5/16/1936,6.548,263.81,Red,Indigo,Female,Operator,ABCDE,ZY,4/14/1983
293,Theresa,Annie,Stone,astone84@chronoengine.com,6 Weeping Birch Drive,96460 Badeau Pass,Agana Hts.,96919,Guam Drivers License,2095091167,6/30/1999,11/2/1940,6.902,242.83,Red,Turquoise,Female,Chauffeur,ABCD,ZYX,5/31/1970
294,Ashley,Lisa,Mitchell,lmitchell85@about.me,482 Old Gate Crossing,4 Cody Alley,Mongmong/Toto/Maite,96919,Guam ID Card,5144946320,1/1/1939,9/26/1967,5.005,168.65,Red,Yellow,Female,Chauffeur,ABCD,ZYX,6/7/1953
295,Howard,Harold,Shaw,hshaw86@opensource.org,2760 Little Fleur Park,6525 Buena Vista Circle,Agat,96913,Guam ID Card,2597660143,2/18/1993,2/10/1999,7.236,355.16,Crimson,Orange,Male,Operator,ABCD,Z,5/4/2015
296,Norma,Carol,Grant,cgrant87@pbs.org,41 Amoth Pass,2 Golf View Road,Agat,96932,Guam Drivers License,8691024553,12/15/1989,3/2/1938,6.253,149.23,Teal,Crimson,Female,Operator,ABCD,ZY,5/21/1972
297,James,Jerry,Johnson,jjohnson88@theguardian.com,1 Mayfield Court,33356 Melvin Road,Chalan Pago/Ordot,96910,Guam Drivers License,4959694452,2/19/1919,4/3/1964,4.869,94.81,Green,Mauv,Male,Chauffeur,AB,Z,8/21/2012
298,Peter,Benjamin,Henderson,bhenderson89@cisco.com,43 Lyons Lane,7409 Emmet Avenue,Umatac,96916,Guam Drivers License,5679338043,8/21/1939,11/8/2014,7.187,136.09,Puce,Blue,Male,Chauffeur,ABCDE,ZY,6/13/1983
299,Rebecca,Frances,Webb,fwebb8a@geocities.jp,9 Blue Bill Park Park,8220 Dwight Court,Agana Hts.,96914,Guam Drivers License,6669229046,1/5/2015,9/2/1930,7.345,204.34,Fuscia,Purple,Female,Operator,ABCD,Z,8/26/2005
300,Jean,Rachel,Rodriguez,rrodriguez8b@ox.ac.uk,44 Spohn Hill,5 Summit Court,Agat,96910,Guam ID Card,1179018014,10/6/2013,8/16/1965,6.097,219.21,Fuscia,Yellow,Female,Master,ABC,ZY,3/19/2000
301,Kenneth,Martin,Nguyen,mnguyen8c@dagondesign.com,30101 2nd Park,20 Vera Way,Mangilao,96923,Guam Drivers License,4946500447,2/4/1976,10/22/2008,7.698,236.22,Violet,Khaki,Male,Chauffeur,ABC,ZY,5/5/1996
302,George,Juan,Kelly,jkelly8d@gmpg.org,5 Hollow Ridge Pass,1799 Menomonie Hill,Piti,96928,Guam ID Card,6517366162,7/11/1982,3/1/1945,7.176,78.23,Orange,Teal,Male,Operator,A,Z,3/19/1991
303,Roger,Ryan,Stewart,rstewart8e@desdev.cn,961 Westport Alley,2 Prairieview Avenue,Tamuning,96913,Guam Drivers License,4917550030,2/24/1975,3/19/1995,4.313,92.73,Pink,Fuscia,Male,Operator,ABCD,ZYX,12/13/1987
304,Bruce,Adam,Davis,adavis8f@blogger.com,8954 Basil Road,2 Golf Parkway,inajana,"",Guam Drivers License,10421020505,2/23/1930,9/6/1995,4.813,233.14,Teal,Indigo,Male,Chauffeur,AB,ZYX,12/13/1982
305,Kathy,Cheryl,Scott,cscott8g@soup.io,297 Canary Point,76625 Ridge Oak Drive,Mongmong/Toto/Maite,96910,Guam ID Card,8562065733,12/4/1939,9/20/1920,6.0,224.63,Khaki,Teal,Female,Chauffeur,A,ZYX,11/7/1997
306,Terry,Willie,Carpenter,wcarpenter8h@barnesandnoble.com,471 Havey Alley,9 Waubesa Drive,Yigo,96921,Guam ID Card,2285854701,9/21/1990,9/15/1985,5.504,356.27,Blue,Goldenrod,Male,Chauffeur,AB,Z,3/9/1981
307,Ryan,Jerry,Gardner,jgardner8i@digg.com,3 Transport Place,7 Straubel Court,Asan/Maina,96917,Guam Drivers License,1454241323,8/12/1927,11/15/2012,6.457,148.91,Puce,Indigo,Male,Master,AB,ZY,9/29/1994
308,Michael,Justin,Larson,jlarson8j@oakley.com,59 Canary Crossing,1363 Harbort Parkway,inajana,96925,Guam Drivers License,6776906776,1/22/2015,10/30/1961,7.369,224.51,Turquoise,Orange,Male,Operator,ABCDE,ZYX,8/3/1955
309,Sarah,Patricia,Phillips,pphillips8k@sitemeter.com,81149 Anniversary Center,853 Twin Pines Point,Yona,96916,Guam ID Card,7760817031,12/25/2011,12/14/1983,6.415,361.73,Maroon,Yellow,Female,Operator,ABCDE,ZYX,10/3/1995
310,Laura,Ruth,Gomez,rgomez8l@issuu.com,8930 Coolidge Center,86 Superior Way,Mangilao,96922,Guam ID Card,2483992338,2/6/1917,1/17/2006,5.581,143.54,Violet,Violet,Female,Master,ABC,ZYX,5/24/1993
311,Harold,Eric,Wilson,ewilson8m@skype.com,8 Bunker Hill Center,61384 Katie Center,Asan/Maina,96928,Guam Drivers License,7187673438,1/27/1998,10/4/1930,4.937,220.33,Green,Indigo,Male,Operator,ABC,ZY,3/15/1987
312,Lisa,Theresa,Fisher,tfisher8n@homestead.com,4 North Plaza,9 Iowa Terrace,inajana,96917,Guam ID Card,2851986342,12/30/1927,6/21/1985,6.31,145.77,Puce,Goldenrod,Female,Operator,ABC,ZY,11/19/1998
313,Bobby,Richard,Reed,rreed8o@spotify.com,3157 Mallard Place,11130 Michigan Place,Talofofo,96917,Guam ID Card,9762266576,8/9/1936,7/12/2004,5.015,370.48,Teal,Maroon,Male,Operator,AB,Z,8/11/1998
314,Judy,Amy,Jacobs,ajacobs8p@delicious.com,31 Fuller Way,1196 Kennedy Plaza,Talofofo,96918,Guam Drivers License,10090787108,3/9/1927,11/8/1999,4.561,99.35,Mauv,Turquoise,Female,Chauffeur,AB,Z,11/1/1984
315,Robin,Wanda,Mccoy,wmccoy8q@admin.ch,06 Rieder Street,4 Lillian Parkway,Merizo,96929,Guam Drivers License,2594982360,12/22/1980,8/14/1951,5.621,244.63,Fuscia,Pink,Female,Operator,ABC,ZY,9/26/1989
316,Marilyn,Catherine,Austin,caustin8r@angelfire.com,45 Monica Crossing,34 Nelson Pass,Santa Rita,96930,Guam Drivers License,2416829503,7/30/1919,11/27/1953,5.594,304.15,Fuscia,Green,Female,Operator,AB,ZYX,6/21/1962
317,Matthew,Stephen,Rivera,srivera8s@stumbleupon.com,999 Norway Maple Court,1 Mcguire Street,Mongmong/Toto/Maite,96932,Guam ID Card,6114440607,6/21/1930,7/15/1986,6.855,319.95,Khaki,Orange,Male,Chauffeur,ABC,ZY,11/23/1996
318,Julie,Nancy,Long,nlong8t@admin.ch,9966 Harbort Lane,5524 Independence Hill,Yona,96928,Guam ID Card,9519822859,9/17/1947,4/11/2008,4.599,301.34,Teal,Orange,Female,Master,ABC,ZY,12/31/1998
319,Diane,Kathryn,Washington,kwashington8u@cafepress.com,0 Bonner Road,8609 Jenna Trail,Mangilao,96931,Guam Drivers License,9176675603,7/19/1999,2/17/1973,5.807,141.0,Aquamarine,Purple,Female,Chauffeur,ABCDE,Z,8/17/1995
320,Frank,Matthew,Franklin,mfranklin8v@ibm.com,1977 Oak Valley Place,091 Atwood Place,Umatac,96922,Guam Drivers License,6215669161,4/20/1946,1/18/1993,4.505,158.51,Blue,Red,Male,Operator,ABCDE,Z,12/2/1993
321,Sean,Antonio,Harris,aharris8w@howstuffworks.com,106 Oneill Parkway,18269 Dorton Point,Asan/Maina,96917,Guam ID Card,4589645542,1/2/1941,3/11/1936,6.354,247.74,Puce,Orange,Male,Chauffeur,A,ZYX,1/30/2005
322,Teresa,Janet,Alvarez,jalvarez8x@cnet.com,11 Farragut Trail,7 Little Fleur Hill,Umatac,96932,Guam ID Card,6571856247,7/6/1997,4/4/1953,5.879,318.85,Fuscia,Blue,Female,Master,ABCDE,ZYX,11/23/1951
323,Elizabeth,Sara,Murphy,smurphy8y@barnesandnoble.com,40574 Blue Bill Park Circle,084 Vera Plaza,Santa Rita,96914,Guam ID Card,8453359141,10/16/1984,7/6/2004,5.146,264.98,Violet,Purple,Female,Chauffeur,A,Z,3/29/2000
324,Jean,Sarah,Fernandez,sfernandez8z@printfriendly.com,59 Redwing Road,08824 2nd Park,Merizo,96922,Guam ID Card,10797402243,1/4/1960,7/17/1968,7.493,229.24,Aquamarine,Purple,Female,Operator,A,ZY,1/4/1966
325,Charles,Ronald,Mccoy,rmccoy90@spotify.com,1 Evergreen Trail,9 Manley Terrace,Umatac,96930,Guam Drivers License,1939873526,7/7/1972,11/20/1990,5.735,316.25,Purple,Violet,Male,Chauffeur,AB,ZY,4/21/1965
326,Cheryl,Lois,Black,lblack91@dedecms.com,410 Thackeray Center,3 Crowley Trail,inajana,96910,Guam ID Card,1578629263,1/31/1968,6/13/1963,7.162,230.17,Puce,Khaki,Female,Chauffeur,ABCD,ZY,7/21/1951
327,Phyllis,Helen,Hunt,hhunt92@slideshare.net,0 Judy Circle,97 Bayside Hill,Piti,96927,Guam Drivers License,7303218730,3/29/1940,6/20/1990,4.092,350.66,Crimson,Khaki,Female,Operator,ABCDE,ZY,8/3/1953
328,Elizabeth,Frances,Welch,fwelch93@acquirethisname.com,4811 Roxbury Terrace,81515 Summer Ridge Road,Asan/Maina,96914,Guam ID Card,8890339373,8/19/1941,2/28/2017,5.979,248.48,Indigo,Turquoise,Female,Operator,ABCD,ZY,2/14/2013
329,Lillian,Ann,Brown,abrown94@vkontakte.ru,6945 Main Place,72087 Erie Crossing,Mangilao,96914,Guam Drivers License,2375995545,8/29/1976,7/31/2012,7.774,226.99,Khaki,Indigo,Female,Master,ABC,ZYX,2/27/1958
330,Debra,Stephanie,Armstrong,sarmstrong95@npr.org,7160 Burning Wood Crossing,09 Pepper Wood Road,Piti,96932,Guam Drivers License,8122085795,10/25/2006,8/1/1941,4.969,189.01,Puce,Fuscia,Female,Chauffeur,AB,ZY,2/15/1958
331,Antonio,David,Young,dyoung96@yahoo.com,1 Trailsway Alley,118 Delaware Drive,Agana Hts.,96927,Guam ID Card,7994021512,5/13/1974,6/3/1992,5.038,316.4,Puce,Teal,Male,Master,AB,ZY,12/10/2005
332,Arthur,Gerald,Ruiz,gruiz97@comcast.net,7 Stoughton Center,365 Anniversary Place,Tamuning,96927,Guam ID Card,3618432747,1/15/2010,2/7/1962,6.12,120.36,Aquamarine,Yellow,Male,Master,ABCD,ZY,3/25/2004
333,Louis,Benjamin,Ramos,bramos98@blinklist.com,84 Ilene Trail,770 Miller Alley,Santa Rita,96930,Guam Drivers License,1399190375,5/10/1941,7/5/2014,4.38,87.44,Fuscia,Khaki,Male,Chauffeur,ABC,ZY,3/12/1956
334,Catherine,Amanda,Ryan,aryan99@jiathis.com,67372 Ronald Regan Junction,63698 Ludington Drive,Agat,96911,Guam Drivers License,3691413001,4/23/2014,8/20/1925,6.97,213.42,Mauv,Red,Female,Master,ABCD,ZYX,10/20/1984
335,Thomas,Willie,Coleman,wcoleman9a@ft.com,0180 Nobel Place,7903 Southridge Point,Chalan Pago/Ordot,96911,Guam ID Card,1977857044,6/19/1982,9/8/1937,4.501,206.83,Orange,Fuscia,Male,Chauffeur,A,Z,12/24/1990
336,Wanda,Anne,Johnson,ajohnson9b@facebook.com,9996 Summer Ridge Avenue,8 Barnett Plaza,Chalan Pago/Ordot,96917,Guam ID Card,3810273934,3/7/1952,1/21/1974,4.45,245.68,Purple,Puce,Female,Master,A,ZYX,11/10/1982
337,Jason,Bobby,Welch,bwelch9c@sitemeter.com,6240 Iowa Hill,4 Moland Way,inajana,96929,Guam Drivers License,10163239576,2/22/1926,10/16/1965,4.601,268.71,Teal,Orange,Male,Master,AB,ZY,4/6/1971
338,Helen,Theresa,Campbell,tcampbell9d@fda.gov,299 Towne Drive,7 Mesta Alley,Piti,"",Guam Drivers License,4270912520,4/13/1952,4/28/2002,5.129,93.05,Green,Mauv,Female,Chauffeur,ABCD,Z,7/11/1993
339,Henry,Eugene,Porter,eporter9e@dailymotion.com,05 Rusk Junction,3 Hovde Drive,Inarajan,96911,Guam Drivers License,6532478827,9/29/1954,9/16/1998,6.142,236.59,Orange,Aquamarine,Male,Chauffeur,ABC,ZYX,2/9/1992
340,Ronald,Douglas,Gibson,dgibson9f@shutterfly.com,189 Lake View Drive,35679 Mayfield Plaza,Chalan Pago/Ordot,96913,Guam Drivers License,5329182361,11/5/1978,1/26/1957,7.919,272.01,Mauv,Fuscia,Male,Master,ABCD,ZY,1/11/2011
341,Shirley,Marie,Chapman,mchapman9g@bizjournals.com,526 Waywood Crossing,8660 Toban Point,Yona,96931,Guam ID Card,4383321245,9/30/1995,6/19/1973,5.505,265.14,Indigo,Purple,Female,Chauffeur,AB,ZY,8/30/1967
342,Debra,Marie,Cruz,mcruz9h@discovery.com,30424 Hermina Park,337 Fallview Circle,Tamuning,96929,Guam Drivers License,5139342110,6/17/1955,1/12/1943,4.357,249.12,Yellow,Maroon,Female,Master,ABCDE,ZYX,3/1/1955
343,Norma,Anna,Cunningham,acunningham9i@youku.com,60 Bonner Road,28188 Waubesa Drive,Chalan Pago/Ordot,96914,Guam Drivers License,4898419262,4/3/1997,12/6/1957,7.336,97.31,Maroon,Aquamarine,Female,Operator,AB,Z,9/25/1983
